,Symbol,PCTs_ratio
0,63,0.031578947368421054
1,338,0.0010526315789473684
2,725,0.24736842105263157
3,2241,0.042105263157894736
4,300077,0.01263157894736842
5,600320,0.0010526315789473684
6,600587,0.002105263157894737
7,603160,0.6936842105263158
