,Symbol,Patents_person
0,63,0.14823166728513115
1,157,0.018721076987799748
2,338,0.043585413719136504
3,410,0.0036409290646578782
4,528,0.03657828527191794
5,550,0.04496889369759264
6,570,0.007973421926910298
7,584,0.011846001974333662
8,725,0.24238276143162557
9,816,0.05389848246991104
10,837,0.0018693644160985266
11,901,0.020046620046620046
12,903,0.03570057581573896
13,913,0.024725274725274724
14,2006,0.060657118786857624
15,2017,0.07130825379000562
16,2031,0.01595298068849706
17,2079,0.036751630112625965
18,2097,0.023987099375125984
19,2115,0.04599659284497445
20,2121,0.0697350069735007
21,2129,0.0011708355508249068
22,2156,0.008813448669822099
23,2176,0.00027533039647577095
24,2185,0.0011831402514173035
25,2196,0.011632916846186989
26,2202,0.04039727708961054
27,2204,0.031757488271382174
28,2214,0.024793388429752067
29,2230,0.056284100698765195
30,2236,0.0966466539756919
31,2241,0.04264313633389811
32,2255,0.05102040816326531
33,2273,0.007861354296944793
34,2279,0.0006234413965087282
35,2403,0.07236842105263158
36,2405,0.028960817717206135
37,2414,0.009472259810554804
38,2459,0.0003158559696778269
39,2491,0.04330413016270338
40,2520,0.008278145695364239
41,2527,0.04987735077677841
42,2534,0.017161410018552876
43,2594,0.023660944168550406
44,2685,0.017992424242424244
45,2698,0.05423728813559322
46,2747,0.0243612596553773
47,2829,0.011627906976744186
48,2833,0.02337228714524207
49,300007,0.02952029520295203
50,300024,0.11186663742048696
51,300053,0.025846702317290554
52,300076,0.13989637305699482
53,300077,0.19066666666666668
54,300097,0.029782359679266894
55,300101,0.028678304239401497
56,300102,0.045885475919605616
57,300114,0.019701302828090246
58,300115,0.011755993705452189
59,300118,0.007227241139680334
60,300124,0.010699001426533523
61,300139,0.11538461538461539
62,300153,0.3241106719367589
63,300183,0.03340080971659919
64,300193,0.05166846071044134
65,300213,0.07294117647058823
66,300223,0.38783269961977185
67,300259,0.042670337233310394
68,300293,0.011092150170648464
69,300298,0.044971671388101986
70,300303,0.02809207959422552
71,300323,0.006911217437533227
72,300327,0.0440771349862259
73,300335,0.025089605734767026
74,300349,0.15384615384615385
75,300352,0.12481426448736999
76,300354,0.024528301886792454
77,300356,0.03802281368821293
78,300370,0.03745318352059925
79,300410,0.10109763142692085
80,300458,0.2991869918699187
81,300466,0.02190395956192081
82,300474,0.02351313969571231
83,300490,0.04080425783560024
84,300493,0.0718562874251497
85,300503,0.20074349442379183
86,300543,0.014916467780429593
87,300603,0.0011547344110854503
88,300607,0.09111880046136102
89,300613,0.11203319502074689
90,300667,0.020134228187919462
91,300672,0.421259842519685
92,300680,0.17972350230414746
93,300701,0.04297520661157025
94,300708,0.023629489603024575
95,300757,0.18687872763419483
96,300772,0.10771581359816654
97,300782,0.07834101382488479
98,600027,7.32949756294206e-05
99,600031,0.0014092140921409214
100,600099,0.006993006993006993
101,600151,0.011848341232227487
102,600171,0.32038834951456313
103,600178,0.03957446808510638
104,600206,0.004792332268370607
105,600288,0.0020491803278688526
106,600320,0.06045282151476842
107,600438,0.0042310133276919825
108,600460,0.028444444444444446
109,600475,0.03582598805800398
110,600487,0.015086566831820965
111,600560,0.1141439205955335
112,600587,0.07056194125159643
113,600588,0.008858780614903595
114,600590,0.08622466506355204
115,600761,0.13545284531124765
116,600808,0.03764445631030932
117,600815,0.03621730382293763
118,600841,0.012618296529968454
119,600853,0.0035267148651031564
120,600862,0.002785515320334262
121,600875,5.76036866359447e-05
122,600877,0.06038647342995169
123,600879,0.0002656924609764198
124,600893,0.01467999318530297
125,601012,0.00282906944909196
126,601558,0.004363001745200698
127,601727,0.010142348754448399
128,603005,0.14074914869466515
129,603011,0.020234986945169713
130,603015,0.030303030303030304
131,603023,0.01935483870967742
132,603025,0.10204081632653061
133,603100,0.032793867120954
134,603109,0.016352201257861635
135,603158,0.006862133499688085
136,603160,0.536660505237215
137,603178,0.02666666666666667
138,603185,0.017510944340212633
139,603203,0.13416320885200553
140,603218,0.004241435562805873
141,603286,0.030230708035003977
142,603298,0.05118392729012198
143,603338,0.05053191489361702
144,603501,0.0020942408376963353
145,603556,0.0002963841138114997
146,603586,0.03740573152337858
147,603656,0.13125
148,603766,0.04922660042903918
149,603819,0.1152073732718894
150,603893,0.2063273727647868
151,603966,0.09706144256455922
152,603986,0.18149882903981265
153,688002,0.05807200929152149
154,688008,0.014970059880239521
155,688090,0.13821138211382114
156,688123,0.06
157,688368,0.3380952380952381
